Id,Comments
@user-rk3eq9jk1u,썸넬 이광수랑 코드 쿤스트 합친것 같아 ㅋㅋㅋ
@user-jy8ty1bc6v,죄송합니다. 썸네일 유희열스케치북에서 유희열이 노래부르는줄 알았습니다...
@phj9345,이광수 안정환 합쳐논건가..
@emilyyou8488,오늘 저녁반친 뭐냐
@wdewceo3383,"역시 이것도 별로 ... viva la vida의 핵심은 역시 배경으로 들리는 드럼의 박자감이라 생각한다.  좀더 경쾌해야 하고, 가사를 생각한다면 나는 왕이다라는 생각과 그 왕에 호응하는 군중의 노래라는 느낌이 잘 안듬. 감미롭기는 하지만 별로 ..."
@user-nr8wh9gl6c,엥 저 보컬 분 티모시 샬라메 코스프레한 아담드라이버 닮음
@user-jt4fj1it3t,다른노래를만들어놨노 십 ㅋㅋㅋㅋ
@user-yx7mn8um9t,미안 들어오면서 어? 이광수가 이런 무대도 했었나 했어...ㅋㅋㅋㅋㅋㅋ
@Icon_Ruud_Gullit_The_Moment,코드쿤스트 머리 기른줄 알고 들어왔네.
@user-iq3bx7rs3t,머리 긴 코드쿤스트인줄....
@kimjaeho.5310,광수인줄
@user-bi1lw4qk9k,나만  썸넬 코드쿤스트 인줄 알고 들어왔냐
@user-kh9wi5rm1o,순간 이광수인줄 ㅋㅋ
@user-ge5pt4be8p,코드쿤스트 노래 잘부르는줄 몰랐네;;
@user-tu5hi9vj2p,밴드 자체는 문제가 없는데 전멤버가 똥싸고 치워도 자국남은 느낌임 탈퇴해도 밴드가 욕을 먹네ㅋㅋ
@user-ru8ec7sx2f,썸네일 머리기른 유희열인줄 알고 들어왔습니다
@lovelindsey7120,썸넬 코쿤 머리 길렀네
@yoonsangyee,윤쭈꾼줄;;;;
@user-cw1ye5fp3n,제발 좀 썸네일 누구 닮았단 얘기 좀 그만하고 노래 들음 안돼요? 진짜 짜증나고 지겨워요. 외모 지상주의인가요? 저렇게 열성적으로 노래하는데 어째 노래에 대한 얘기보다 누구 닮았단 얘기가 훨씬 더 많아요?
@user-xh3mw1yc9b,썸네일 뭔일이야 광수오빤줄 알았잖아
@user-ku8go2pd1n,썸네일 좀비나 늑대인간 아니 뭐 꼭 그런게 아니더라도 물리면 전염되는 거 있자나요 그런거에 감염된 유희열씨 같아요
@CharmingBean,누구 닮았나했더니 스타워즈 악역 닮았구나
@blueberry5168,이광수아냐?
@hanmoonchur_tv,왜 난 썸네일을 광수로봤을까
@robertlee3611,안정환이 형이 노래 하는줄
@user-yq5tu1yx5d,안정환 하위호환인강
@user-it2hv8kn5f,성형한 이광수인줄
@user-kt9kw9uk9m,광수인줄
@user-ci6ix6en5d,이..광수..?
@chickenstock2869,뭔가 잡혀서 부른거같은데
@echu.h,이광수인줄;;
@user-ko9ov9ic5q,성숙해진 이광수?
@user-ts1sb6ed6g,썸네일 이광수같잖어 ㅋㄹㅋㄹㅋ
@tv-vb2nx,구리노 이기야 ㅡㅡ^
@user-sx3qy7ry5p,썸넬 이광순줄
@user-xc6py1qq2h,눈이 왜이렇게 마약한 사람처럼 풀려있냐  기분탓인가
@user-rz3jl6nq3f,썸네일보고 늙은 이광수님인줄알고 들어온 내가 ㄹㅈㄷ
@user-rd3cg7hq4y,ㅈㄴ 노래가 느끼하네
@kel5743,썸넬 보고 이광수인줄
@user-ee8by7qh1t,똥싸다가 리듬타서 못나가고 있잖아;;;
@user-sq2yn9vi4q,썸네일 순간 이광수인 줄 알았습니다.
@user-ii9tl5ll2g,엥난 유희열인줄들어왔는데 잔나비야ㅋㅋ
@user-cz8uc9eb3c,썸네일 니갸르 닮앗어
@user-qi1mn5wq5j,이광수 소리 뇌절 좀 그만해라ㅋㅋㅋㅋㅋㅋ최근순 들어가면 그거밖에 없네 미안한데 재미 하나도 없음
@nandemochanto,썸네일 광수인줄
@user-ji5np9ck6u,아 썸네일보고 이광수가 불명에 나올정도로 노래를 잘 했나? 해서 호다닥 들어왔는데 아니었네...
@user-wb4pr2jh6z,왜 잔나비 얼굴에서 코쿤이 보이지
@check_mate_,발음 보다는 곡 해석이 조금 부족한거 같습니다... 곡 자체가 한때 세상을 지배했었던 왕이 아! 비참하도다! 하면서 신세 한탄을 하는거라 감미롭게 부르는게 아니라 파워풀하게 부르는건데...
@user-bp3ev7zb6d,썸넬 코쿤인줄;;
@user-ty7ew8qx1v,언어때문인가.. 약하다
@user-ly1tu1mg3j,아끼는팬티였는데.. 아쉽네
@hhs7389,썸넬 이광수하고 유희열 합친것같아 ㅋㅋㅋ
@user-dk2fs3ch7r,죄송해요. 썸네일보고 이광수씨인줄 알았읍니다.
@user-fe4xp9ik4b,썸네일 이광수 닮음
@jayclen6633,썸넬 이광수인줄
@user-ep4op1cd7c,너무 오버함 담백하면서 웅장한 원곡에 한표.
@user-gd7jc4dv4q,썸넬은 빠마한 유희열 같기도 하고 영상엔 빠마한 람보 같기도 하고
@user-ym5ne1bk5j,어이쿠 썸넬 유희열인줄알고 머리길렸나했네
@Gungye_Maguny,썸넬 이광수인줄
@qkrtpals5034,친구 잘못둬서 더 성공못한 가수... 안타깝다..
@hanmoonchur_tv,난 왜 썸내일보고 광수님이라고 생각했을까
@user-ql8pb8ui9m,뜬금없는데 썹네일 이광수 닮음
@sobangcha_not_stop_boy,썸네일 이광순줄
@user-xz3rg8vy1k,이광순줄
@user-sp2ze2eq9q,썸네일 늙은 이광순줄
@dtd9047,노래잘하는 이광수
@user-cm2ph8sp3l,썸넬 이광수인줄
@user-tt3kp5ee6p,원곡이랑 다른느낌인데 난 원곡이 더나은듯
@user-ds5yv2fy2l,썸네일 이광수 닮음
@user-xx4lg9iz3s,썸네일 늙은 이광수인줄
@sonmr9313,나는 잘모르겠음... 이런노래 스타일 안좋아해서 그런듯
@na_nen_ya_gonglyong,썸네일 일그러진 이광수
@user-pv9xi4ge2d,오늘밤 다시 울려퍼지길  이재명대통령
@Peter-xj9vd,유희열아잉교
@user-hn9co2dp8i,썸넬 머리볶은 유희열인 줄
@user-qz8lf9ft5e,썸네일보고 유희열인줄 알고 들어왔는데 아니넴...
@arixlavenda,반주가 좀 별로당.. 비바 라 비다의 특유의 빰 빰 빰 빠밤 하는 신나는 반주가 젤 좋은데..
@dabisee,썸네일 보고 이광수 노래하는 줄
@user-hk5ji3vm8h,때려죽여도 원곡은 이기기힘들다 원곡보다 좋았던적은 제프버클리밖에 본적이없다 잔나비도 잘부르긴했지만 본인들노래를 부를때가 난 더 좋은듯
@user-rl2kx5kd5x,초면에 죄송한데 2초이광수인줄
@HandsomeYeop,광수인줄알고 들어왔습니다
@eujin58,썸네일 왜이렇게 이광수같냐 ㅋㅋㅋㅋ
@23qaws19,이광수가 아니였네
@user-pc4sv2mr8k,나만 이광수 닮으신 것 같으심?
@AnthoyShin,썸네일에서 이광수보이는거 나뿐이냐
@kgh9148,느끼한 유희열인줄.....
@user-vj4nu1zy8p,썸네일 이광수인줄;;     죄송합니다
@Jessie_lee_,곡에 보컬이 안어울리는 것 같다. 그렇게 눈감고 감미롭게 부를 게 아닌 거 같은데ㅜ 특히 도입 진짜 별로ㅠㅠ .. 드럼은 좋네요
@user-ct3xw1vx8f,썸네일 유희열이에요?
@user-yw5jh1hk9y,썸넬 왤케 상태들이 삥 뜯을때 그것만은 안돼요!! 하는가 같냐ㅋㅋ
@johnosullivan-nq2wd,영어발음 빼고 그럭저럭 잘했네
@lenkim751,이광수 + 유희열
@user-bs7xq4mg2z,음이 똑같아야
@user-danaka,다좋은데 노래를 좀 더 잘했으면 좋겠네 쪼까 답답허다잉
@sogla1411,죄송합니다 순간 광수형인줄알고 들어왔습니다
@promas7985,썸네일 이광수인줄알았내
@user-wc9wg9zt7k,썸네일 보고 이선균인줄;;
@user-vw4mi5vm3y,썸넬 이광수냐
@ISO_VAL,피곤해서 다크써클내려간 이광수같다
@_sound_sea7987,광수옹
@rtari1162,광희노래잘하네
@Wheueiororldfb,영어가 안되니깐 겁나 천천히 부르네 ㅋㅋㅋㅋ
@GTsuji,He’s missing the energy of the original.  Too sterile for me.
@user-yk6tq2fn1e,3:44 겨털
@user-yh1op8dc1c,썸네일 이광수인줄;;
@erlm929,결론 학폭가해자
@nogram_24,학나비 ?
@Hyeoni77,썸넬 이광수인줄
@user-cz9he1ku3s,섬네일 너무 풍성한 유희열이고...
@JJ-jk7ox,선곡과 편곡이별로당...
@user-pt2nz4bm2f,썸네일 윤쭈꾸인줄보고 바로 옴.
@wandererskyblue,미안한데 썸네일보고 이광수인즌
@fun2tale,티모시 하급 버전 같다
@user-wt4qe1yk3v,썸네일 이광수가 재석이형! 하고 부르는거같네
@user-po4mp6ro7k,보컬 첨에 이광수님인줄 알았네..
@user-ps1ex5yb1t,좀빨리부르지ㅡㅡ
@ssskaidb2937,윤쭈꾸인줄.....
@uvt5350,족구린데 이게좋다고?
@user-wf9ez6pd9b,진지하게 나만 별로 ...??....
@user-eo1op5gg2r,솔직히 안어울려
@hyangjinchu9388,잔나비는 자기 노래 말곤 진짜 못부르네
@highwayman7049,원곡이 더 나은듯
@user-nm6lw4mf5k,J.fla 미만 잡....
@qtrain3234,영국이니까 가능한 가사야 ㅋㅋㅋㅋ 감정 이입하지 말아라 ㅋㅋㅋㅋㅋ
@user-gc8yy9yc1n,ㅈ구림
@user-rh3qf1rn6w,이광수 생각보다 잘부르네
@user-me9zs6ob5b,섬네일 느끼한 이광수 같노 ㅋㅋㅋ
@devinlee4989,가난 코스프레남?
@user-it8ky7ps2h,영어 발음이 자연스럽지 않아서 별로네요
@user-bs7xq4mg2z,창작을 하세요. 모방을 하지말고
@user-td2rt4ds4l,노래를 느리게 편곡해서 그런가 노잼이네
@ldh8514,발음 왜저럼
@Kiyomairjgis,학교폭력 가해자들 왔능가  같은 학교 나왔지만 쟤만 한거고 나는 안했당께!!!!
@user-pr2xt1sj5n,노래는 분명 좋지만 그가 무슨짓을 했는지 알면 별로 좋진 않은것 같다..
@user-uu3pp1hu7m,원곡으로 불렀음 어땟을까 편곡은 좀 ㅂㄹ인듯
@user-ic4vp6sw1k,나만 이상한가... 내가 들은 가장 이상한 비바라비다
@user-rc1je8ix5i,별루다ㅡㅡ
@user-tn6oj8ey4f,콜드플레이 감은 못따라오는구나
@user-te3sp4tx6o,김학위
@user-zc1nj7sv8n,음이 다 똑같냐 ㅋㅋ 명곡망치노
@smithgeorge6858,대부분 노래 잘부르는 가수는 발음도 좋던데 발음이랑 편곡이 너무 구리네
@user-tb1rf8ib6y,별로
@user-hw8oh7yx4u,잔나비와 콜플 안어울림. B급 감성으로 잘했다고 쳐줄만한 정도
@bj4309,응 학폭
@user-ey4kt3qx4m,이노래를 이렇게 망치네..
@Hodal-0523,학교폭력 잔나비
@gorgo13,명곡 망치지마라
@qtrain3234,"이 노래를 소화하기엔 역량이 너무 부족하다 가창력, 연주력 모든면에서 이노래는 정말 쉽게 건드리면 안되는게 맞지 않을까"
@user-xy9sm4wq1v,진짜 별론데
@user-ir3gp4ek4n,명곡 망치지 마세요 ㅠㅠ 마이크 내려놓으세요
@user-vy5mh3zl4f,나만 듣기 거북한가. 못봐주겠다.의상도 꽝
