Id,Comments
@valerie1546,안정환 리즈시절 을 다시보는것 같은 미남이네요
@leona.v1268,아진심너무진심이다반할거같아
@SUPERMONKEY1028,<잔나비> 커버곡 Viva La Vida 라이브는 이 영상이 제일 좋음~!!
@fiveZero100,하...벅차오름
@sunny-tx8ww,원곡과 비교해보니 3:30에 Now the old king is dead! Long live the king라고 하는 부분은 원곡에 없던데 잔나비 애드립인지 궁금하네요 잔나비 버전은 전반부엔 늙은왕의 쓸쓸한 회한과 후반부엔 혁명의 격정이 담겨있는듯 해요
@user-tv1tm1hw1r,썸네일 왜 저런지 빨리 나한테 아무나 설명해줘.
@user-ly5su1wu3b,와.씨....  노래듣긴했지만 이정도 일줄은 몰랐지... 몰라봐서 죄송합니다
@drd00f92,이거 노래는 너무 좋다~ 잔나비 화이팅!
@mariaborowik3513,he looks legit like an older version of changbin with locks
@user-ob3dp2iw3n,진짜 라떼는 마리야를 가장 간지나게 말하는법이다..
@r.dewitt1883,정말 조화롭고 예술적이었네요..! 소름이 돋을 정도..
@syyoon4498,독보적이다 멍멍 정기적으로 들으러 옵니다 멍멍
@donthaveaname8568,are they the korean version of queen?
@charlotte-dr5cj,진짜 미안한데 썸내일좀 누가 바꿔줘요 ....
@user-bd4km5sz4i,가슴이 웅장해진다 진짜
@power11192,진짜  멋있다! ^^
@jsg3353,나만 리즈시절 안정환 보이냐 ....
@jumjum461,썸네일 머리기른 유희열인줄 알았어요!
@balkisyunus2269,MY FAV KOREAN BAND SINGS MY FAV ENGLISH BAND WHAT MORE COULD I ASK
@user-he1gf4xj3w,너무 좋네~~^^
@c1k2s,썸네일을 굳이...
@user-dk7rh9sz2j,"""LEGENO"""
@bbbbbance,I love Timothy's voice.
@seoo9583,마지막 부분 진짜 소름 돋는다 개좋아
@user-yw7lm9mf7i,"자기들은 definitely, often, exactly 발음도 제대로 못하고 얼버무리면저 남 발음 지적하네 안되는거 억지로 굴려서 부자연스럽게 발음하는것보다 자신있게 조금 틀려도 뱉는게 더 보기좋고 들을때도 자연스러운데..."
@user-xp2pq2zv1d,안정환이 노래 부르는 줄
@user-vg9fe6py9r,잔나비가 부른 cover곡  중 넘버원! ~듣고 또 듣게 되네요
@user-kumamom,와 보고 소름돋앗써 ...
@Maskids,음유시인 같네
@user-cu7tp5uy7t,"이광수,유희열,남순,윤쭈꾸,코쿤 그만좀 언급했으면..;;;; 뇌절까지 가네..? ㄹㅇ 팬들은 기분 나쁘니까 자제좀 합시다"
@user-ms2tx2kk2b,최정훈은 암만 봐도 너무 멋있어..치명적이야
@hayeongjeon4762,잔나비 공연 보고싶다ㅜㅠㅠㅜ
@user-nu4hs3ln1y,역시 잔나비다
@rierilenz7995,I love that guitarist
@user-ui3ky9dl5e,"콜드플레이 viva la vida 발매되는날 운좋게 앨범 사가지고 유럽여행 떠났었는데 아주 황홀한 경험이였음.. 그 해에 배철수 음악캠프에서 이번 그래미는 콜드플레이 앨범이 대상탈것 같다고 했었는데 진짜 그 해에 그래미는 콜드플레이가 싹쓸었음 올해의 음반, 올해의 밴드 등등"
@legardo2924,잊을만하면 생각나는 곡!! 넘 좋아 ㅠㅜ
@user-iu9gj1ry1w,재능을 타고난거. 듣기 좋다.
@ruatsanga8585,Jannabi is so underrated though
@kusu0818,잔나비는 전설이다...
@user-sq8xo6dg8l,너무좋다
@user-on5wf2kb7d,진짜소름이당..
@youngc.3892,"와오, 펍송 원곡보다 더  기가 막히게 잘 부르는 가수는 첨 봄..."
@user-dm7rd7vz3b,올때마다 출쳌할게요 하.. 감격스럽다
@user-lx6jm1fw8n,도형님 기타소리 너무 좋아요.
@user-tw4ft6sb5p,old king is dead 외치는거 왤케 좋아ㅜ
@rrawri,i’m forever gonna be in love with him
@user-mu9wh5vf1l,한동안 영상 다시볼수없써서 아쉬워는데  다시볼수있게되어서 감사드님니다! ️
@user-me7pt2py5y,아니 이건 사기잖아 ... 목소리봐
@judithjermark3367,Perfection ️
@forpjd,정말 좋다ㅎㅎㅎ
@saloni_chaudhary1420,Salute to the amazing Jannabi Drummer
@DianaCastro-jk9bc,The band's color shines
@kathykong8608,Omg.. I like his  voice so much
@user-qt3sq6rt5d,목소리 좋다야
@ayechanmoepwint4383,Unique voice.
@maximopinedaserrano9201,Wow... Too many emotions within... Congrats... Yuf made yours da song
@alwaysawake7420,1:31 로마 기병대 표현할때 창 든 손 표현에 목소리 톤은 먼가 허스키하게 용맹스럽게 바뀌는거 개인적으로 너무 좋다
@user-vk3ls3kk8w,아 진짜 너무 좋다 ㅠㅠ
@kinkin9471,I love you jannabi more as you sang this song
@user-wv9fs3kh9u,뒷 부분 보고 나도 모르게 눈물 나옴
@kenjihiroshi2012,Completely artistic
@user-bb9ih9js9z,와 뭔가를 가지고있는 뮤지션
@maricelalira6929,Jannabi you are amazing
@user-so5pv7we1y,아 너무 잘한다...ㅠㅠㅠㅠㅠ
@secretagent86,i actually enjoy the accent...makes an interesting twist on the song
@user-jf3kc7qf6v,논란이 우째 된건지는 솔직히 관심 없고... 가수가 노래 잘 하니까 최고네...이 노래 좋아하는데 해석 잘 함.. 이 가수가 가진 특유의 매력이 있으심
@whatthepeun,That was powerful.
@requies-ls1md,들을때마다 소름돋음. 잔나비 최정훈 독보적
@Paul-sl9zm,Amazing performance  ️
@user-zu8oq7vb9d,어떻게 원곡하고 다른 느낌으로 이렇게나 완벽하게 표현하지..
@gangbukkimchi1213,2:58 발로 박자 맞추는거 너무 섹시하네
@user-tp8ph7wq9w,미쳤네 보기전인데걍미쳤다
@user-zs8tw6rl8t,콜드프레이보다 훨씬 감동적 ㆍ힘있고ㆍ열정있네
@user-er8qe7qs1v,진짜.. 잔나비뿐이네.. 다른노래 다 필요없어졌음요..
@17carat30,This is just sooooooooo good
@kaiqizhang4005,best cover
@user-pb1eh3pp6l,주기적으로 들어와서 보고 가는 영상
@danielamhh,absolutely loooooove this rendition
@4polyglothyunjung814,와우!!  무대매너가 짱짱짱
@fatmasalama3613,PERFECTION.
@user-re9jx3jf9b,"또 들으러 왔다,,,"
@user-ft3qy5es8j,ㄹㅇ 전설이다..
@user-iz5wy6nb8q,"Now old king is dead, Long live the king"
@anaisreyes2938,"No puedo creer que estuve 2 años sin escuchar esta joya, NUEVA OBSESIÓN DESBLOQUEADA."
@112qweasdzxc,우와
@user-ys5nm3wo5r,아 사랑해 진짜 노래좀 내줘
@user-pu4pl7si1t,I love this.
@maricelalira6929,Ho my terrific presentación of  amazing band  Beautiful voice singing with love and passion
@nelpacapio6591,"I think with his lovely hair, great voice, lovely visual, he is the most handsome balladeer and rocker of Korea."
@i._.i3698,did he just make me cry? DID THE WAY HE SİNG JUST MAKE ME CRY?!?!?!
@user-fb5yi3or3m,할아버지가 옛날 이야기 해주는 것같다    잔나비 할부지!!!!!!!!!
@nmencedez,I dunno them but I begun to like him on this performance
@atxi8937,Wow!!!!️
@user-xh7dk3yz3g,왜인지는 모르겠지만 듣고 있으니 눈물이 쏟아지는
@thiminhthuoan567,"I love him, his facial expressions are like drug"
@user-qw3pf6mm5d,1일 1잔나비 즐거워염^^
@woojounghong1968,조타~^^
@kakashisenpai2663,I don't know y anyone hasn't mentioned it yet... But he looks somewhat like timothèe chalamet
@user-gc2bt6fd6i,눈물이나요  .... .      ㅠㅠㅠ늘건강하세요
@ratnalumut,wow...
@alicemuserfrommars,This is sooooo soooo goooood ️
@user-of4yw4tv6l,기타리프 개좋네 ㄹㅇ
@teck6646,노래 한곡 들으러왔다가  영화 한편 본 느낌..
@dahyessi7310,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 사랑해요 사랑해 ..
@rapture5056,지금 중세 왕국의 대서사시 한편 봤다
@joj6237,"약간 학교에 영어쌤인데 예전에 대학교 시절에 음악좀 하던, 밴드 하던 쌤 같은 느낌이다.... 아니면 진짜 영어 잘하시는 음악쌤 느낌..."
@user-uu2qq4cp1b,진짜 음악하는사람이네
@user-cc7do1ic4v,음원내즈세요 ㅠㅠㅠ 제발 소원 이에요ㅠㅠㅠㅠ
@saloni_chaudhary1420,Omg they made it into their own song
@abegailm.8361,uh that was fantastic !!!!
@user-dr5fr6fh6m,이게 1년전 이라니!!! 신랑이랑 티비 앞에서 실시간으로 봤던 기억이 아직 생생 한데... 시간이 너무 빨리 간다!!!
@jihye.___.v,좋아요 삼백개 못 주나.. 나 이 편곡 집에 가져 갈래..
@rans228,luxurious
@user-cv4sg6bw5f,볼때마다 소름돋는다
@lenicesena4794,Maravilha de interpretação!!
@user-qi1mn5wq5j,누가 김도형이 직캠 좀 줬으면... 머리 흔들면서 노래 불러가면서 기타치는거 풀샷에 잡힐때마다 너무 멋있어ㅠㅠ섹시해
@sujeongeom1578,마지막 배철수 표정까지 완벽한 영상
@user-tp8ph7wq9w,아 드럼 가리키는거 너무 귀여워ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짴ㅋㅋㅋㅋㅋㅋㅋㅋ
@ladyleun,Jannabi.
@82degrees,짱좋다
@bbs_free2894,너무좋음ㅠㅠ
@J-no9qv,몇번을  보는지... 볼때마다 전율이...
@wonsdrawing,️️️
@user-rb2ji9sn4e,난 왜 이제야 이걸 봤을까...
@manalibisht6865,He is Gods gift to us
@extrariceplease860,JannabixColdplay ️️
@user-ec5no3fn7j,원곡도 이렇게 만들었어야했다 편곡 진짜 잘했네 거기다 잔나비의 가창까지 모든게 완벽
@wp2174,어찌보면 예수님같고  어찌보면 테리우스같고 어찌보면 피흘리는 드라큐라같고  가사 외우느라 수고했어요 Thank so much
@user-xv5gs8mv6l,썸네일 보고 광수형 인줄 알았는데 노래 듣고 잔나비에 빠져서 갑니다
@Yoda012,지린다 진짜 종니잘부르네 ㄷㄷ
@dw7120,이정도면... 그냥 콜드플레이 커버할게 아니라 콜드플레이랑 합동공연 함 해야하는거 아니냐?!
@seokdrum1644,난 원곡보다 이게 더 혁명적인 느낌이고 원곡은 약간 평화시위 같은 느낌이면 이곡은 총칼 앞에서 굴하지않고 왕궁까지 가서 왕 멱살 잡고 니 왕 그만해 하면서 내리치는 느낌이여서 너무 소름 돋았음....
@user-os7fl7xu7w,왠지모르게 정말 외로운 왕이 혼자 방에서 신세한탄하는 느낌이드네
@lavadegominola8614,Omg i love this
@user-xe8rb3kx2t,어쩔꺼야.  어쩔라고...나를 죽일셈이야~~~~~~ 오 ...  멋짐으로  사람을....  깨꾸닥~~~~!!!
@realissm08,나 잔나비를 좋아했네?
@user-px7pf2ns5z,이제야 이 노래를 알다니~ㅠ 넘 멋져요 ~ 예술가 천재 최정훈님 영원한 가수로 남길 ~️
@jumana8819,Still stuck in here
@user-fk5eu2dh5j,잔나비 감성 좋다ㅠ
@kangash3580,역시 원곡처럼 웅장하고 가슴뛰는 비트가 더 좋다
@user-os7fl7xu7w,원곡은 열정넘치는 한나라의 왕이 세계를정복하는 느낌이라면 잔나비는 광기넘치는한 과학자가 세계를정복한 느낌인거같네
@nvembertrbl,Cool
@ceccab4089,"""Viva la vida"" Claro ️"
@user-vs6pd7ls1s,정훈이~~잘한다 오후
@gaezzazung,내가 이노래를 좋아하는거였어ㅋㅋ
@by-speech6902,"I used to rule the world 난 세상을 지배했었네 ​ Seas would rise when I gave the word 바다도 내 명령에 물러서곤 했지 ​ Now in the morning I sleep alone 이젠 아침에 홀로 잠들고 ​ Sweep the streets I used to own 내 것이었던 거리를 청소하네 ​ ​ I used to roll the dice 내가 주사위를 던져 진군을 명하면 ​ Feel the fear in my enemy's eyes 적들은 두려움에 떨었건만 ​ Listen as the crowd would sing 이제 백성들의 노래가 들리네 ​ Now the old king is dead long live the king 늙은 왕이 죽었으니 새 왕께 만세 ​ ​ One minute I held the key 잠깐 열쇠를 쥐고 있던 나 ​ Next the walls were closed on me 이젠 방에 갇힌 신세 되어 ​ And I discovered that my castles stand 이제야 깨닫네 나의 성은 ​ Upon pillars of salt and pillars of sand 소금 기둥과 모래 기둥 위에 서 있음을[5] ​ ​ ​ I hear Jerusalem bells are ringing 예루살렘의 종소리와 ​ Roman Cavalry choirs are singing 로마 기병대의 합창이 들리네 ​ Be my mirror my sword and shield 내 거울과 검과 방패가 되어주오 ​ My missionaries in a foreign field 낯선 땅으로 떠나간 내 선교사들이여 ​ For some reason I can't explain 말로 설명할 순 없지만 ​ Once you go there was never 저 높은 곳에 앉으면 ​ Never an honest word 진실함은 존재하지 않네 ​ That was when I ruled the world 내가 통치하던 그때처럼 ​ ​ It was a wicked and wild wind 그 악하고 거세던 바람 ​ Blew down the doors to let me in 날 그 문으로 밀어 넣었네 ​ Shattered windows and the sound of drums 창문이 부서지고 북소리가 들리고 ​ People couldn't believe what I'd become 나도 날 감당할 수 없었지 ​ ​ Revolutionaries wait 혁명가들은 기다리네 ​ For my head on a silver plate 내 머리가 은쟁반에 올라가길 ​ Just a puppet on a lonely string 외줄에 매달린 꼭두각시여 ​ Oh who would ever want to be king 아, 그 누가 왕이 되고 싶어 하겠나 ​ ​ I hear Jerusalem bells are ringing 예루살렘의 종소리와 ​ Roman Cavalry choirs are singing 로마 기병대의 합창이 들리네 ​ Be my mirror my sword and shield 내 거울과 검과 방패가 되어주오 ​ My missionaries in a foreign field 낯선 땅으로 떠나간 내 선교사들이여 ​ For some reason I can't explain 말로 설명할 순 없지만 ​ I know Saint Peter won't call my name 성 베드로가 내 이름을 부르진 않겠지[6] ​ Never an honest word 진실함은 존재하지 않네 ​ But that was when I ruled the world 내가 통치하던 그때처럼"
@cyan6293,와 진짜 좋다
@user-dh6ms3un1q,배철수 아저씨 진하게 감동하신 표정에서 여러 감정이 느껴진다
@wayames5116,Wow
@user-yt4cl9il5j,이건 콜드플레이도 인정할듯한 실력....
@zerojun_,진짜 완벽하다..그래서 카피하는데 개빡세다..살려줘요..
@80z_,"Music, expressions ... Such a passionate band. Bravo!"
@tessala7046,Beautiful voice and song
@amellalyortizmartinez3344,estoy enamorada de este hombre
@0a00a0,잔나비는 김c처럼 뭔가 얼굴만 봐도 예술할 것 같이 생겼다 둘이 닮은건 아니지만
@MounataSadia1302,Jannabi! <3
@kenjihiroshi2012,Arte.
@bape3692,전율돋네
@mor5618,
@yaho6319,ㅋㅋㅋ콜드플레이 공연장소에서 이걸 라이브로 들으면 얼마나 대단할까
@loaf_around_bear,머리스타일 땜에 더 그런지 모르겠는지 진짜 옛날 왕이 노래부르는것 같다
@user-pl4of1rz1f,철수형 표정 뭐야? ㅋㅋㅋㅋ 개귀엽잖아
@user-yl7pc4vn1z,"난 한때 세계를 지배했지  Seas would rise when I gave the word   내 말 한 마디에 바다엔 파도가 일었어 Now in the morning I sleep alone  그러나 이제 아침에는 혼자서 잠을 자고  Sweep the streets I used to own  한때 내 소유였던 거리를 청소하는 신세야   I used to roll the dice  때론 주사위를 굴렸어 Feel the fear in my enemy's eyes 적들의 눈에 서린 공포를 느끼면서  Listen as the crowd would sing  군중들이 노래하는 소리가 들려 ""Now the old king is dead! Long live the king!"" ""이제 늙은 왕은 죽었다. 신왕 폐하의 만세를 빕니다.""   One minute I held the key  Next the walls were closed on me And I discovered that my castles stand  Upon pillars of salt and pillars of sand 잠깐동안  난 열쇠(권력)를 쥐었지만  다음 순간 벽이 내 위에서 닫혔어 그리고 나의 성이 소금 기둥 위에, 모래 기둥 위에  서있는 것을 알았어   I hear Jerusalem bells a ringing  Roman Cavalry choirs are singing Be my mirror, my sword and shield  My missionaries in a foreign field 예루살렘의 종소리가 들려  로마 기병대의 성가대가 노래하고 있어 해외에 있는 나의 사절들이여  나의 거울, 칼, 방패가 되어 줘   For some reason I can't explain  Once you go there was never Never an honest word  And that was when I ruled the world  어떤 설명할 수 없는 이유 때문에  일단 너가 떠나버리면 그곳에는 진실된 말이란 전혀 존재하지 않았어  내가 세계를 다스릴 땐 그랬지   It was the wicked and wild wind  Blew down the doors to let me in Shattered windows and the sound of drums  People couldn't believe what I'd become  사악하고 거친 바람이 불어와  나를 문 안으로 밀어 넣었어 창문이 박살나고 북소리가 들렸지  사람들은 내가 그렇게 될 것을 믿을 수 없었어   Revolutionaries wait  For my head on a silver plate Just a puppet on a lonely string  Oh who would ever want to be king?  혁명이 은쟁반 위에서 나의 목을 기다리고 있었지 단지 끈의 조정에 따라 움직이는 외로운 꼭둑각시 누가 왕이 되길 원할까 ?   I hear Jerusalem bells a ringing  Roman Cavalry choirs are singing Be my mirror, my sword and shield  My missionaries in a foreign field  예루살렘의 종소리가 들려  로마 기병대의 성가대가 노래하고 있어 나의 거울, 칼, 방패가 되어 줘  나의 해외 사절이 되어 줘  For some reason I can't explain  I know Saint Peter won't call my name Never an honest word  But that was when I ruled the world 설명할 수 없는 어떤 이유 때문에  성 베드로는 나의 이름을 부르지 않을거야 (천당으로 날 부르진 않을거야) 진실된 말을 하지 않을거야 내가 세계를 다스릴 땐 그랬지     I hear Jerusalem bells a ringing  Roman Cavalry choirs are singing Be my mirror, my sword and shield  My missionaries in a foreign field  예루살렘의 종소리가 들려  로마 기병대의 성가대가 노래하고 있어 나의 거울, 칼, 방패가 되어 줘  나의 해외 사절이 되어 줘     For some reason I can't explain  I know Saint Peter won't call my name Never an honest word  But that was when I ruled the world  설명할 수 없는 어떤 이유 때문에  성 베드로는 나의 이름을 부르지 않을거야 진실된 말을 하지 않을거야  내가 세계를 다스릴 땐 그랬지"
@goodtime4665,정훈쓰 최고
@user-kg3xu5pd7c,هذي الفرقه مجنونه
@ssuyyeon,드럼 지린다... 와
@user-fr4ck3ze6c,머리 모양때문인지 노래랑 잘어울린다. 진짜 영화에서 나오는 황제에 아들같에
@user-nh5ew3ry6h,3:31초.. 표정 섹시해...
@user-om9yo5wn9p,잔나비란 종교에 최정훈교주가 사람들 홀리네..
@maestrochoi6000,목소리가 너무 좋네요.
@zzinix.,사랑해️
@seanhong3959,와 무대가 걍 영화 한편이네 ㅋㅋ
@user-tt4gi2vu8m,와 진짜 이거들으니까 원곡 못듣겠음 ㅠ 너무 완벽하다
@Y51F54,이거 현장에서 들었으면 오졋겠다
@keewoo885,그냥 부르는게 아니라 곡을 잘 이해하고 본인만의 색깔로 부르는게 너무 좋다
@user-yy7ix7cn4x,"But even now, the old king is alive and well..."
@ripxx_x,최정훈님 같은 머리 스타일이 너무 부럽다
@user-el1ct4dg8s,진차 조으네
@nesib9234,WOW
@user-zm2et9vf8f,이노래는 여기가 최고
@Solomon_the_wise,배철수님 편 레전드네... 유회승 챔피언부터 잔나비 비바 라 비다까지...
@rivsldo082,만감이 교차하는  레전드 배철수의 얼굴.
@user-zq6ol7ws9g,배철수 선생님 표정봐 ㅠ
@ztst01,편곡 잘하고 자기 스타일로 잘 불렀는데. 원곡의 에너지가 압도적으로 훌륭해서 이보다 더 좋기가 어렵다
@rafac84,03:53 배전드도 놀라시는것 같음.  이야 ~ 이 밴드가 이 정도였나?  하시는 표정.
@icamala,맨 마지막에 배철수님 눈동자가 흔들림... 카메라가 없었으면 눈물을 훔치셨을지도~~~~
@youngc.3892,"Goldplay을 뛰어넘는, 깊은 여운을 주는 잔나비, 정말  최고다!!  견줄 가수가 없음 ."
@suelicatache6975,
@tobiasy88,보컬 생긴 것도 한국인스럽지 않고 월드스타 가입시더
@pinjo.y8204,3:54 배철수 선생님 표정 = 내 표정
@kimicucumber4006,"his english pronounciation is excellent :"""""
@mrRiddle12,wow! the voice tho
@fofnems,어디 아푸지말구 약같은거 하지말구 울곁에 평생 있어주면 좋게따ㅏㅏㅏㅏㅏㅏ
@user-uf1mn7qk5z,슈퍼밴드 경연에서 비바라비다 하현상님 신예찬님 홍진호님 무대를 숨을 멈추고 본 곡이네요 너무 감동이었습니다! 400만뷰가 넘는... 느낌은 다르지만 두분다 너무 좋네요!
@rnglgmz,I’m cry
@AA-wf7ds,"My museeeee, ️️️️️"
@fb6670,Bravo!
@user-ei2vx7jy7m,겨리 보고싶어 이이잉잉이ㅇㅣ잉
@spc9197,오우 더울때 봐야지 ㅋㅋㅋㅋ
@mariadagracamangueira2795,
@user-yy3bb1fo7c,홀린다
@user-qq4eu6gv5i,
@user-yu1fg6jy3l,보고싶어..어
@user-ge2lg2gw5x,
@lionelmessi9199,4:19 혼자 다른방향으로 손 흔드는 주황분이 킬포
@user-xc5gj5tj1z,기타가 오아시스네................
@melon6331,절정으로 치닫으며 고조될때  어린아이처럼 박수치며 해맑게 환호하는 관객의 얼굴이 나오는데 순간 눈물이 왈칵..  우주보다 크고 위대한  사람의 마음을 움직이는  음악의 힘이란  이토록 아름다운 것을...
@user-vs6pd7ls1s,불명에 나온다면서요? 코로나로  노 객석이지만 이쁘게 잘하세요♡
@dyd7240,개인적으로  0:00~5:12까지가 젤 좋은듯
@Siel393,"안정환이 노래부르는거 같아,,"
@nakamotorskrskrvroom8038,sees dohyun smiles
@tasneemstark4601,
@kjjun7,인간문화재 등록점요
@selenbisan7238,
@user-jq1jz5pb3x,"크리스 마틴 30대에 부른 영상만큼 좋아요! 좀 더 빠른,  박진감 있는 반주와 떼창이면 더욱이겠죠~"
@user-mz1fc4kk4e,콜드플레이가 이거 봐야 된다 진짜 ㅠㅠㅜ
@TaiNguyen-sc5zq,Đỉnh quá
@user-ci4it8ux7i,진짜 미쳤다
@hibayanni7028,Art art art art
@user-rb7kt7uq6z,무대 자체를 아주 예술로 만드는 매직을 보여주네. 잔나비
@bigtree8867,네이버 블로그와 포스트에 공유합니다. 감사합니다.
@Continue_Reset,또다른 버전이라니..
@user-sq3wt3jg6u,저 밴드 인원만으로 무대가 꽉차는 느낌이다...
@CACAOwallet,뮤지컬 보는 느낌
@user-dt9ls8xf7g,나만... 썸네일 훅훅 내리다가 흠칫 보고 티모시 샬랴메인줄 알았나.... 깜짝놀랬네... 오해하고 들어왔지만 귀호강하고 갑니다 믿듣잔나비
@user-jm9bi5hw4u,울엄마가 저 아저씨 머리 이쁘다고 미용실 어디하는지 알아보자고 했던게 문뜩 생각나네
@bonusduckmann9997,robert plant 닮음. 외국인같이 생겼엌ㅋㅋㅋ 물론 목소리도 너무 좋다
@user-or5tk6yt4g,소름
@hibayanni7028,I want meet him
@Picanami,SIS THEY'RE GOOD THEY KNOW HOW TO HYPE THE CROWD MYGODDDDDDD IT'S REALLY A BANDDDDDD
@chickenstock2869,INSANE!!
@user-rw1kf3sg1v,2020 11월 손
@pkoju5563,"I used to rule the world 난 한때 세상을 지배했었지 Seas would rise when I gave the word 내 한마디에 바다가 들썩이곤 했었지 Now in the morning I sleep alone 하지만 이제 난 아침에 홀로 잠을 청하곤 해 Sweep the streets I used to own 한때 내것이었던 거리를 청소하면서 I used to roll the dice 난 한때 주사위를 굴리곤 했지 Feel the fear in my enemy's eyes 내 적들의 눈속에 비친 공포를 느끼면서 Listen as the crowd would sing: 군중의 노래를 잘 들어봐: ""Now the old king is dead! Long live the king!"" ""옛 왕이 죽었다! 폐하 만세!"" One minute I held the key 한때 난 열쇠를 쥐고 있었고 Next the walls were closed on me 바로 다음순간에 벽들은 나를 가둬버렸지 And I discovered that my castles stand 그리고 난 알아버렸지, 내 성은 Upon pillars of salt and pillars of sand 모래와 소금의 기둥에 지탱되고 있다는걸 I hear Jerusalem bells are ringing 내 귀엔 예루살렘의 종소리가 들리고 Roman Cavalry choirs are singing 로마 기병대 악단의 노랫소리도 들려 Be my mirror my sword and shield 나의 거울이 되어주오, 나의 검과 나의 방패 My missionaries in a foreign field 그리고 낮선 땅에 있는 나의 선교자들이어 For some reason I can't explain 난 왠지 모르게 설명할수가 없어 Once you go there was never, never an honest word 그곳에 다다르면 절대, 절대로 진실된 말같은건 없어 That was when I ruled the world 내가 세상을 지배했을때 말이지 It was the wicked and wild wind 사악하고 난폭한 바람이었어 Blew down the doors to let me in. 내가 들어갈수 있게 문을 부숴준건 Shattered windows and the sound of drums 부서진 창문들과 북소리들 People couldn't believe what I'd become 사람들은 나의 변한 모습을 믿기 힘들어했지 Revolutionaries wait 혁명가들은 기다리고 있지 For my head on a silver plate 은쟁반 위에 올려진 내 머리를 Just a puppet on a lonely string 난 그저 외로운 줄에 달린 꼭두각시인걸 Oh who would ever want to be king? 그 누가 왕이 되고 싶어할까? I hear Jerusalem bells are ringing 내 귀엔 예루살렘의 종소리가 들리고 Roman Cavalry choirs are singing 로마 기병대 악단의 노랫소리도 들려 Be my mirror my sword and shield 나의 거울이 되어주오, 나의 검과 나의 방패 My missionaries in a foreign field 그리고 낮선 땅에 있는 나의 선교자들이어 For some reason I can't explain 난 왠지 모르게 설명할수가 없어 I know Saint Peter won't call my name (1) 난 성 베드로가 내 이름은 부르지 않을거란걸 알아 never in all this world, 이 세계에 있는한 절대로. That was when I ruled the world 내가 세상을 지배했을때 말이지 I hear Jerusalem bells are ringing 내 귀엔 예루살렘의 종소리가 들리고 Roman Cavalry choirs are singing 로마 기병대 악단의 노랫소리도 들려 Be my mirror my sword and shield 나의 거울이 되어주오, 나의 검과 나의 방패 My missionaries in a foreign field 그리고 낮선 땅에 있는 나의 선교자들이어 For some reason I can't explain 난 왠지 모르게 설명할수가 없어 I know Saint Peter won't call my name (1) 난 성 베드로가 내 이름은 부르지 않을거란걸 알아 never in all this world, 이 세계에 있는한 절대로. That was when I ruled the world 내가 세상을 지배했을때 말이지 1. 성 베드로는 예수님으로 부터 천국의 열쇠를 받았다고 알려지고 있으며, 그 이유로 종종 천국의 수문장으로 회자된다. 그러므로 성 베드로가 내 이름을 부르지않는다는건 천국으로 가지 못한다는 뜻."
@user-wf2pr3wj1n,나라마다 억양다르고 영어는 세계적언어라 발음이 개인적으로 정해져있다고 생각하진 않습니다.
@nakamotorskrskrvroom8038,towards the end the whole thing escalated
@user-pk8kr9ge4m,무엇보다.  너무. 잘. 생겼다
@user-yc5my9wc1h,2:30
@1ne_day,미쳤다
@rubip7836,CANTAS HERMOSO!!!!!!!!!!!
@user-xw1bx9us4q,고급진 촌스러움
@TV-se4ce,잔잔하구나 잔나비
@hoon._y,처음 베이스소리 너무 좋다
@aigoyo144,Wa.......
@gkert19,2:37 너무 좋음...
@MIN-kt2hy,정훈 도형 경준 결 사랑해
@-hehehoho99222,3:53 배철수씨 표정에서 보인다 지나온 세월에 대한 아쉬움과 그리움이
@fatimaaldawood2105,Im the english comment youre looking for
@user-ng5vb7ty9j,몰락했던 황제가 썰 풀다던 댓글 어딧어 ㅜㅜ
@qkqhemf6513,ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
@My-uz9wq,1:56 2:21 3:28
@99Are_you_a_carrot,3:45 레잔드.....
@theendfreedom6421,오 이걸 ?
@user-rk9ow5nm9u,예술을 느끼지 않고 분석부터 하는 것은 스스로 아마추어임을 증명하는 것이다.
@seahorse6989,미쳤다
@TV-sv8zb,이걸 보고 내가 어휘력딸리는걸 알게됫네
@onlyj9216,기승전결 ㅆㅅㅌㅊ
@open1048,썸네일좀 바꿔주지 ㅠㅠ
@user-vt2tr6ev3h,3:45 다좋지만 이부분 부터 미쳤다.. ㅠ
@user-vz9ck5up7n,노래에취해부르는최정훈~그모습에취해바라보는나~
@hibayanni7028,I want it clair version
@hey9260,Coldplay보다 곡하고 음색이 더 더더더 잘  어울려여
@min-gyupark559,콜드플레이보다 곡 해석이 월등한 듯...잔나비 쵝오! Long Live Jannabi!!!
@joonyparks,원곡보다 훨씬 낫다. 이것 듣고 원곡 들으니 뭔가 부족한 듯한 느낌. 특히 잔나비 기타 연주가 일품이다.
@user-mo4se2ot8q,nice w
@KWONJH-lg7oi,음원은 왜 안나올까요 ???  음원으로 듣고싶은데 아쉽네요
@florlucena9080,Se parece a changbin
@L-sJ,한국판 로키..
@user-tr3bp7mx9c,오우 태버 갓
@sengp9592,축구 잘차게 생김
@stupidnerdy4591,idk why ppl will dislike this ;-;
@syra-a2313,why does this guys look like korean timothee chalamet? Anyone els?
